State Code,District Code,Sub District Code,Level,Area Name
09,195,00988,SUB-DISTRICT,सैदपुर
09,195,00989,SUB-DISTRICT,गाज़ीपुर
09,195,00990,SUB-DISTRICT,मोहम्मदाबाद
09,195,00991,SUB-DISTRICT,जमनिया
09,196,00000,DISTRICT,चन्दौली
09,196,00992,SUB-DISTRICT,सकलडीहा
09,196,00993,SUB-DISTRICT,चन्दौली
09,196,00994,SUB-DISTRICT,चकिया
09,197,00000,DISTRICT,वाराणसी
09,197,00995,SUB-DISTRICT,पिण्डरा
09,197,00996,SUB-DISTRICT,वाराणसी
09,198,00000,DISTRICT,संत रविदास नगर (भदोही)
09,198,00997,SUB-DISTRICT,भदोही
09,198,00998,SUB-DISTRICT,ज्ञानपुर
09,198,00999,SUB-DISTRICT,औराई
09,199,00000,DISTRICT,मिर्ज़ापुर
09,199,01000,SUB-DISTRICT,मिर्ज़ापुर
09,199,01001,SUB-DISTRICT,लालगंज
09,199,01002,SUB-DISTRICT,मड़िहान
09,199,01003,SUB-DISTRICT,चुनार
09,200,00000,DISTRICT,सोनभद्र
09,200,01004,SUB-DISTRICT,घोरावल
09,200,01005,SUB-DISTRICT,राबर्ट्सगंज
09,200,01006,SUB-DISTRICT,दुद्धी
09,201,00000,DISTRICT,एटा
09,201,01007,SUB-DISTRICT,अलीगंज
09,201,01008,SUB-DISTRICT,एटा
09,201,01009,SUB-DISTRICT,जलेसर
09,202,00000,DISTRICT,कांशीराम नगर
09,202,01010,SUB-DISTRICT,कासगंज
09,202,01011,SUB-DISTRICT,सहावर
09,202,01012,SUB-DISTRICT,पटियाली
10,000,00000,STATE,बिहार
10,203,00000,DISTRICT,पश्चिम चम्पारण
10,203,01013,SUB-DISTRICT,सिधाव
10,203,01014,SUB-DISTRICT,रामनगर
10,203,01015,SUB-DISTRICT,गौनाहा
10,203,01016,SUB-DISTRICT,मैनाटाड़
10,203,01017,SUB-DISTRICT,नरकटियागंज
10,203,01018,SUB-DISTRICT,लौरिया
10,203,01019,SUB-DISTRICT,बगहा
10,203,01020,SUB-DISTRICT,पिपरासी
10,203,01021,SUB-DISTRICT,मधुबनी
10,203,01022,SUB-DISTRICT,भितहा
10,203,01023,SUB-DISTRICT,ठकराहन
10,203,01024,SUB-DISTRICT,जोगापट्टी
10,203,01025,SUB-DISTRICT,चनपटिया
10,203,01026,SUB-DISTRICT,सिकटा
10,203,01027,SUB-DISTRICT,मझौलिया 
10,203,01028,SUB-DISTRICT,बेतिया
10,203,01029,SUB-DISTRICT,बैरिया
10,203,01030,SUB-DISTRICT,नौतन
10,204,00000,DISTRICT,पूर्बा चम्पारण
10,204,01031,SUB-DISTRICT,रक्सौल 
10,204,01032,SUB-DISTRICT,अदापुर
10,204,01033,SUB-DISTRICT,रामगढवा
10,204,01034,SUB-DISTRICT,सुगौली
10,204,01035,SUB-DISTRICT,बन्जरिया 
10,204,01036,SUB-DISTRICT,नरकटिया
10,204,01037,SUB-DISTRICT,बनकटवा
10,204,01038,SUB-DISTRICT,घोड़ासहन
10,204,01039,SUB-DISTRICT,ढाका
10,204,01040,SUB-DISTRICT,चिरैया
10,204,01041,SUB-DISTRICT,मोतिहारी 
10,204,01042,SUB-DISTRICT,तुरकौलिया
10,204,01043,SUB-DISTRICT,हरसिद्धि
10,204,01044,SUB-DISTRICT,पहाड़पुर
10,204,01045,SUB-DISTRICT,अरेराज
10,204,01046,SUB-DISTRICT,संग्रामपुर
10,204,01047,SUB-DISTRICT,केसरिया
10,204,01048,SUB-DISTRICT,कल्यानपुर
10,204,01049,SUB-DISTRICT,कोटवा
10,204,01050,SUB-DISTRICT,पिपराकोठी
10,204,01051,SUB-DISTRICT,चकिया (पीपरा)
10,204,01052,SUB-DISTRICT,पकड़ी दयाल
10,204,01053,SUB-DISTRICT,पताही
10,204,01054,SUB-DISTRICT,फेनहारा
10,204,01055,SUB-DISTRICT,मधुबन
10,204,01056,SUB-DISTRICT,तेतरिया
10,204,01057,SUB-DISTRICT,मेहसी
10,205,00000,DISTRICT,शिवहर
10,205,01058,SUB-DISTRICT,पुरनहिया
10,205,01059,SUB-DISTRICT,पिपराही
10,205,01060,SUB-DISTRICT,शिवहर
10,205,01061,SUB-DISTRICT,डुमरी कटसरी
10,205,01062,SUB-DISTRICT,तरियानी चौक
10,206,00000,DISTRICT,सीतामढ़ी 
10,206,01063,SUB-DISTRICT,बैरगनिया
10,206,01064,SUB-DISTRICT,सुप्पी
10,206,01065,SUB-DISTRICT,मेजरगंज
10,206,01066,SUB-DISTRICT,सोनबरसा
10,206,01067,SUB-DISTRICT,परिहार
10,206,01068,SUB-DISTRICT,सुरसन्ड
10,206,01069,SUB-DISTRICT,बथनाहा
10,206,01070,SUB-DISTRICT,रिगा
10,206,01071,SUB-DISTRICT,परसौनी
10,206,01072,SUB-DISTRICT,बेलसन्ड
10,206,01073,SUB-DISTRICT,रूनीसैदपुर
10,206,01074,SUB-DISTRICT,डुमरा
10,206,01075,SUB-DISTRICT,बाजपटटी
10,206,01076,SUB-DISTRICT,चरौत
10,206,01077,SUB-DISTRICT,पुपरी
10,206,01078,SUB-DISTRICT,नानपुर
10,206,01079,SUB-DISTRICT,बोखरा
10,207,00000,DISTRICT,मधुबनी 
10,207,01080,SUB-DISTRICT,मधवापुर
10,207,01081,SUB-DISTRICT,हरलाखी
10,207,01082,SUB-DISTRICT,बासोपटटी
10,207,01083,SUB-DISTRICT,जयनगर
10,207,01084,SUB-DISTRICT,लदनिया
10,207,01085,SUB-DISTRICT,लौकाहा
10,207,01086,SUB-DISTRICT,लौकाही
10,207,01087,SUB-DISTRICT,फुलपरास
10,207,01088,SUB-DISTRICT,बाबूबरही
10,207,01089,SUB-DISTRICT,खजौली
10,207,01090,SUB-DISTRICT,कलुआही**
10,207,01091,SUB-DISTRICT,बेनीपटटी
10,207,01092,SUB-DISTRICT,बिसफी
10,207,01093,SUB-DISTRICT,मधुबनी 
10,207,01094,SUB-DISTRICT,पन्डौल
10,207,01095,SUB-DISTRICT,राजनगर
10,207,01096,SUB-DISTRICT,अंधराठाढी
10,207,01097,SUB-DISTRICT,झंझारपुर
10,207,01098,SUB-DISTRICT,घोघरडीहा
10,207,01099,SUB-DISTRICT,लखनौर
10,207,01100,SUB-DISTRICT,मधेपुर
10,208,00000,DISTRICT,सुपौल
10,208,01101,SUB-DISTRICT,निर्मली
10,208,01102,SUB-DISTRICT,बसन्तपुर
10,208,01103,SUB-DISTRICT,छातापुर
10,208,01104,SUB-DISTRICT,प्रतापगंज
10,208,01105,SUB-DISTRICT,राघोपुर
10,208,01106,SUB-DISTRICT,सरायगढ़ भपटियाही
10,208,01107,SUB-DISTRICT,किशनपुर
10,208,01108,SUB-DISTRICT,मरौना
10,208,01109,SUB-DISTRICT,सुपौल
10,208,01110,SUB-DISTRICT,पीपरा
10,208,01111,SUB-DISTRICT,त्रिबेनीगंज
10,209,00000,DISTRICT,अररिया
10,209,01112,SUB-DISTRICT,नरपतगंज
10,209,01113,SUB-DISTRICT,फॉरबिसगंज
10,209,01114,SUB-DISTRICT,भरगामा
10,209,01115,SUB-DISTRICT,रानीगंज
10,209,01116,SUB-DISTRICT,अररिया
10,209,01117,SUB-DISTRICT,कुरसाकट्टा
10,209,01118,SUB-DISTRICT,सिकटी
10,209,01119,SUB-DISTRICT,पलासी
10,209,01120,SUB-DISTRICT,जोकीहाट
10,210,00000,DISTRICT,किशनगंज 
10,210,01121,SUB-DISTRICT,टेढागाछ
10,210,01122,SUB-DISTRICT,दिघलबैंक
10,210,01123,SUB-DISTRICT,ठाकुरगंज
10,210,01124,SUB-DISTRICT,पोठिया
10,210,01125,SUB-DISTRICT,बहादुरगंज
10,210,01126,SUB-DISTRICT,कोचाधामिन
10,210,01127,SUB-DISTRICT,किशनगंज
10,211,00000,DISTRICT,पूर्णिया
10,211,01128,SUB-DISTRICT,बनमंखी
10,211,01129,SUB-DISTRICT,बड़हारा
10,211,01130,SUB-DISTRICT,भवानीपुर
10,211,01131,SUB-DISTRICT,रूपौली
10,211,01132,SUB-DISTRICT,धमदाहा
10,211,01133,SUB-DISTRICT,कृत्यानन्द नगर
10,211,01134,SUB-DISTRICT,पूर्णिया पूर्वी
10,211,01135,SUB-DISTRICT,कस्बा
10,211,01136,SUB-DISTRICT,श्रीनगर
10,211,01137,SUB-DISTRICT,जलालगढ़
10,211,01138,SUB-DISTRICT,अमोर
10,211,01139,SUB-DISTRICT,बैसा
10,211,01140,SUB-DISTRICT,बैसी
10,211,01141,SUB-DISTRICT,डगरुआ
10,212,00000,DISTRICT,कटिहार
10,212,01142,SUB-DISTRICT,फल्का
10,212,01143,SUB-DISTRICT,कोढ़ा
10,212,01144,SUB-DISTRICT,हसनगंज
10,212,01145,SUB-DISTRICT,कदवा
10,212,01146,SUB-DISTRICT,बलरामपुर
10,212,01147,SUB-DISTRICT,बारसोई
10,212,01148,SUB-DISTRICT,आजमनगर
10,212,01149,SUB-DISTRICT,प्राणपुर
10,212,01150,SUB-DISTRICT,डन्डखोरा
10,212,01151,SUB-DISTRICT,कटिहार 
10,212,01152,SUB-DISTRICT,मनसाही
10,212,01153,SUB-DISTRICT,बरारी
10,212,01154,SUB-DISTRICT,समेली
10,212,01155,SUB-DISTRICT,कुरसेला
10,212,01156,SUB-DISTRICT,मनिहारी
10,212,01157,SUB-DISTRICT,अमदाबाद
10,213,00000,DISTRICT,मधेपुरा
10,213,01158,SUB-DISTRICT,गम्हरिया
10,213,01159,SUB-DISTRICT,सिंघेश्वर 
10,213,01160,SUB-DISTRICT,घैलाढ़
10,213,01161,SUB-DISTRICT,मधेपुरा 
10,213,01162,SUB-DISTRICT,शंकरपुर
10,213,01163,SUB-DISTRICT,कुमारखण्ड
10,213,01164,SUB-DISTRICT,मुरलीगंज
10,213,01165,SUB-DISTRICT,ग्वालपाड़ा
10,213,01166,SUB-DISTRICT,बिहारीगंज
10,213,01167,SUB-DISTRICT,किशनगंज
10,213,01168,SUB-DISTRICT,पूरैनी
10,213,01169,SUB-DISTRICT,आलमनगर
10,213,01170,SUB-DISTRICT,चौसा
10,214,00000,DISTRICT,सहरसा
10,214,01171,SUB-DISTRICT,नौहटटा
10,214,01172,SUB-DISTRICT,सतर कटैया
10,214,01173,SUB-DISTRICT,महिषी
10,214,01174,SUB-DISTRICT,कहरा
10,214,01175,SUB-DISTRICT,सौर बाजार
10,214,01176,SUB-DISTRICT,पतरघट
10,214,01177,SUB-DISTRICT,सोनबरसा
10,214,01178,SUB-DISTRICT,सिमरी बाख्तियारपुर
10,214,01179,SUB-DISTRICT,सलखुआ
10,214,01180,SUB-DISTRICT,बनमा इटहरी
10,215,00000,DISTRICT,दरभंगा 
10,215,01181,SUB-DISTRICT,जाले
10,215,01182,SUB-DISTRICT,सिंहवारा
10,215,01183,SUB-DISTRICT,केऊटिरनवे
10,215,01184,SUB-DISTRICT,दरभंगा
10,215,01185,SUB-DISTRICT,मनीगाछी
10,215,01186,SUB-DISTRICT,तारडीह**
10,215,01187,SUB-DISTRICT,अलीनगर
10,215,01188,SUB-DISTRICT,बेनीपुर
10,215,01189,SUB-DISTRICT,बहादुरपुर
10,215,01190,SUB-DISTRICT,हनुमाननगर
10,215,01191,SUB-DISTRICT,हायाघाट
10,215,01192,SUB-DISTRICT,बहेड़ी
10,215,01193,SUB-DISTRICT,बिरौल
10,215,01194,SUB-DISTRICT,घनश्यामपुर
10,215,01195,SUB-DISTRICT,कीरतपुर
10,215,01196,SUB-DISTRICT,गोरा बौरम**
10,215,01197,SUB-DISTRICT,कुशेश्वर स्थान
10,215,01198,SUB-DISTRICT,कुशेश्वर स्थान पूरबी
10,216,00000,DISTRICT,मुजफ्फरपुर 
10,216,01199,SUB-DISTRICT,साहेबगंज
10,216,01200,SUB-DISTRICT,बरूराज(मोतीपुर)
10,216,01201,SUB-DISTRICT,पारू
10,216,01202,SUB-DISTRICT,सरैया
10,216,01203,SUB-DISTRICT,मड़वन**
10,216,01204,SUB-DISTRICT,कांटी
10,216,01205,SUB-DISTRICT,मीनापुर
10,216,01206,SUB-DISTRICT,बोचहा
10,216,01207,SUB-DISTRICT,औराई
10,216,01208,SUB-DISTRICT,कटरा
10,216,01209,SUB-DISTRICT,गायघाट
10,216,01210,SUB-DISTRICT,बन्दरा**
10,216,01211,SUB-DISTRICT,ढोली(मोरौल)
10,216,01212,SUB-DISTRICT,मुसहरी
10,216,01213,SUB-DISTRICT,कुढ़हनी
10,216,01214,SUB-DISTRICT,सकरा
10,217,00000,DISTRICT,गोपालगंज
10,217,01215,SUB-DISTRICT,कटैया 
10,217,01216,SUB-DISTRICT,बिजयपुर
10,217,01217,SUB-DISTRICT,भोरे
10,217,01218,SUB-DISTRICT,पचदिउरी
10,217,01219,SUB-DISTRICT,कुचायकोट
10,217,01220,SUB-DISTRICT,फुलवरिया**
10,217,01221,SUB-DISTRICT,हथुआ
10,217,01222,SUB-DISTRICT,उचकागांव
10,217,01223,SUB-DISTRICT,थावे
10,217,01224,SUB-DISTRICT,गोपालगंज
10,217,01225,SUB-DISTRICT,मांझा
10,217,01226,SUB-DISTRICT,बरौली
10,217,01227,SUB-DISTRICT,सिधवलिया
10,217,01228,SUB-DISTRICT,बैकुण्ठपुर
10,218,00000,DISTRICT,सिवान
10,218,01229,SUB-DISTRICT,नौतन
10,218,01230,SUB-DISTRICT,सिवान
10,218,01231,SUB-DISTRICT,बड़हरिया
10,218,01232,SUB-DISTRICT,गोरियाकोठी
10,218,01233,SUB-DISTRICT,लकड़ी नबीगंज
10,218,01234,SUB-DISTRICT,बसन्तपुर
10,218,01235,SUB-DISTRICT,भगवानपुर हाट
10,218,01236,SUB-DISTRICT,महाराजगंज
10,218,01237,SUB-DISTRICT,पचरूखी
10,218,01238,SUB-DISTRICT,हुसैनगंज
10,218,01239,SUB-DISTRICT,ज़िरादेई
10,218,01240,SUB-DISTRICT,मैरवा
10,218,01241,SUB-DISTRICT,गुठनी
10,218,01242,SUB-DISTRICT,दरौली
10,218,01243,SUB-DISTRICT,आन्दर
10,218,01244,SUB-DISTRICT,रघुनाथपुर
10,218,01245,SUB-DISTRICT,हसनपुरा
10,218,01246,SUB-DISTRICT,दरौन्धा
10,218,01247,SUB-DISTRICT,सिसवन
10,219,00000,DISTRICT,सारण
10,219,01248,SUB-DISTRICT,मशरख
10,219,01249,SUB-DISTRICT,पानापुर
10,219,01250,SUB-DISTRICT,तरैया
10,219,01251,SUB-DISTRICT,ईशुपुर
10,219,01252,SUB-DISTRICT,बनियापुर
10,219,01253,SUB-DISTRICT,लहलादपुर
10,219,01254,SUB-DISTRICT,एकमा
10,219,01255,SUB-DISTRICT,मांझी
10,219,01256,SUB-DISTRICT,जलालपुर
10,219,01257,SUB-DISTRICT,रिविलगंज
10,219,01258,SUB-DISTRICT,छपरा 
10,219,01259,SUB-DISTRICT,नगरा
10,219,01260,SUB-DISTRICT,मढ़ौरा
10,219,01261,SUB-DISTRICT,अमनौर
10,219,01262,SUB-DISTRICT,मकेर
10,219,01263,SUB-DISTRICT,परसा
10,219,01264,SUB-DISTRICT,दरियापुर
10,219,01265,SUB-DISTRICT,गरखा
10,219,01266,SUB-DISTRICT,दिधवारा
10,219,01267,SUB-DISTRICT,सोनपुर
10,220,00000,DISTRICT,वैशाली 
10,220,01268,SUB-DISTRICT,वैशाली 
10,220,01269,SUB-DISTRICT,पटेढ़ी बेलसर
10,220,01270,SUB-DISTRICT,लालगंज
10,220,01271,SUB-DISTRICT,भगवानपुर 
10,220,01272,SUB-DISTRICT,गोरौल
10,220,01273,SUB-DISTRICT,चेहरा कलां
10,220,01274,SUB-DISTRICT,पातेपुर
10,220,01275,SUB-DISTRICT,महुआ
10,220,01276,SUB-DISTRICT,जनदाहा
10,220,01277,SUB-DISTRICT,राजा पाकर
10,220,01278,SUB-DISTRICT,हाजीपुर
10,220,01279,SUB-DISTRICT,राघोपुर
10,220,01280,SUB-DISTRICT,बिदुपुर
10,220,01281,SUB-DISTRICT,देसरी
10,220,01282,SUB-DISTRICT,सहदई बुजुर्ग
10,220,01283,SUB-DISTRICT,महनार
10,221,00000,DISTRICT,समस्तीपुर
10,221,01284,SUB-DISTRICT,कल्यानपुर
10,221,01285,SUB-DISTRICT,वारिसनगर
10,221,01286,SUB-DISTRICT,शिवाजी नगर
10,221,01287,SUB-DISTRICT,खानपुर
10,221,01288,SUB-DISTRICT,समस्तीपुर
10,221,01289,SUB-DISTRICT,पूसा
10,221,01290,SUB-DISTRICT,ताजपुर
10,221,01291,SUB-DISTRICT,मोरवा
10,221,01292,SUB-DISTRICT,पटोरी
10,221,01293,SUB-DISTRICT,मोहनपुर
10,221,01294,SUB-DISTRICT,मोहिउद्दीनगर
10,221,01295,SUB-DISTRICT,सरायरंजन
10,221,01296,SUB-DISTRICT,विद्यापति नगर
10,221,01297,SUB-DISTRICT,दलसिंगसराय
10,221,01298,SUB-DISTRICT,उजियारपुर
10,221,01299,SUB-DISTRICT,बिभूतपुर
10,221,01300,SUB-DISTRICT,रोसड़ा
10,221,01301,SUB-DISTRICT,सिंघिया
10,221,01302,SUB-DISTRICT,हसनपुर
10,221,01303,SUB-DISTRICT,बिथान
10,222,00000,DISTRICT,बेगूसराय
10,222,01304,SUB-DISTRICT,खुदाबन्दपुर
10,222,01305,SUB-DISTRICT,छौड़ाही
10,222,01306,SUB-DISTRICT,गढ़पुरा
10,222,01307,SUB-DISTRICT,चेरिया बरियारपुर
10,222,01308,SUB-DISTRICT,भगवानपुर
10,222,01309,SUB-DISTRICT,मंसूरचक
10,222,01310,SUB-DISTRICT,बछवाड़ा
10,222,01311,SUB-DISTRICT,तेघड़ा
10,222,01312,SUB-DISTRICT,बरौनी
10,222,01313,SUB-DISTRICT,बीरपुर
10,222,01314,SUB-DISTRICT,बेगूसराय
10,222,01315,SUB-DISTRICT,नावकोठी
10,222,01316,SUB-DISTRICT,बखरी
10,222,01317,SUB-DISTRICT,डन्डारी
10,222,01318,SUB-DISTRICT,साहेबपुर कमाल
10,222,01319,SUB-DISTRICT,बलिया
10,222,01320,SUB-DISTRICT,मटिहानी
10,222,01321,SUB-DISTRICT,साम्हो अखा कुढ़हा 
10,223,00000,DISTRICT,खगड़िया
10,223,01322,SUB-DISTRICT,अलौली
10,223,01323,SUB-DISTRICT,खगड़िया
10,223,01324,SUB-DISTRICT,मानसी
10,223,01325,SUB-DISTRICT,चौथम
10,223,01326,SUB-DISTRICT,बेलदौर
10,223,01327,SUB-DISTRICT,गोगरी 
10,223,01328,SUB-DISTRICT,परबत्ता
10,224,00000,DISTRICT,भागलपुर
10,224,01329,SUB-DISTRICT,नारायणपुर
10,224,01330,SUB-DISTRICT,बिहपुर
10,224,01331,SUB-DISTRICT,खरीक
10,224,01332,SUB-DISTRICT,नौगछिया
10,224,01333,SUB-DISTRICT,रंगरा चौक
10,224,01334,SUB-DISTRICT,गोपालपुर
10,224,01335,SUB-DISTRICT,पिरपैंती
10,224,01336,SUB-DISTRICT,कहलगाँब
10,224,01337,SUB-DISTRICT,इस्माइलपुर
10,224,01338,SUB-DISTRICT,सबौर
10,224,01339,SUB-DISTRICT,नाथनगर
10,224,01340,SUB-DISTRICT,सुलतानगंज
10,224,01341,SUB-DISTRICT,शाहकुन्ड
10,224,01342,SUB-DISTRICT,गौराडीह
10,224,01343,SUB-DISTRICT,जगदीशपुर
10,224,01344,SUB-DISTRICT,सोनहौला
10,225,00000,DISTRICT,बांका
10,225,01345,SUB-DISTRICT,शम्भूगंज
10,225,01346,SUB-DISTRICT,अमरपुर
10,225,01347,SUB-DISTRICT,रजौन
10,225,01348,SUB-DISTRICT,धुरैया
10,225,01349,SUB-DISTRICT,बरहट
10,225,01350,SUB-DISTRICT,बांका
10,225,01351,SUB-DISTRICT,फुलीडुमर
10,225,01352,SUB-DISTRICT,बेलहर
10,225,01353,SUB-DISTRICT,चानन
10,225,01354,SUB-DISTRICT,कटोरिया
10,225,01355,SUB-DISTRICT,बौसी
10,226,00000,DISTRICT,मुंगेर
10,226,01356,SUB-DISTRICT,मुंगेर
10,226,01357,SUB-DISTRICT,बरियारपुर
10,226,01358,SUB-DISTRICT,जमालपुर
10,226,01359,SUB-DISTRICT,धरहरा
10,226,01360,SUB-DISTRICT,खड़गपुर
10,226,01361,SUB-DISTRICT,असरगंज
10,226,01362,SUB-DISTRICT,तारापुर
10,226,01363,SUB-DISTRICT,टेटिहा बम्बर
10,226,01364,SUB-DISTRICT,संग्रामपुर
10,227,00000,DISTRICT,लखीसराय
10,227,01365,SUB-DISTRICT,बड़हिया
10,227,01366,SUB-DISTRICT,पिपरिया
10,227,01367,SUB-DISTRICT,सुरजगढ़ा
10,227,01368,SUB-DISTRICT,लखीसराय
10,227,01369,SUB-DISTRICT,चनन
10,227,01370,SUB-DISTRICT,रामगढ़ चौक
10,227,01371,SUB-DISTRICT,हलसी
10,228,00000,DISTRICT,शेखपुरा
10,228,01372,SUB-DISTRICT,बरबीघा
10,228,01373,SUB-DISTRICT,शेखोपुर सराय
10,228,01374,SUB-DISTRICT,शेखपुरा
10,228,01375,SUB-DISTRICT,घाट कुसुम्भा
10,228,01376,SUB-DISTRICT,चेवाड़ा
10,228,01377,SUB-DISTRICT,अरियरी
10,229,00000,DISTRICT,नालन्दा
10,229,01378,SUB-DISTRICT,कराय परसुराय
10,229,01379,SUB-DISTRICT,नगर नौसा
10,229,01380,SUB-DISTRICT,हरनौत
10,229,01381,SUB-DISTRICT,चण्डी
10,229,01382,SUB-DISTRICT,रहुई
10,229,01383,SUB-DISTRICT,बिन्द
10,229,01384,SUB-DISTRICT,सरमेरा
10,229,01385,SUB-DISTRICT,अस्थावां
10,229,01386,SUB-DISTRICT,बिहार 
10,229,01387,SUB-DISTRICT,नूरसराय
10,229,01388,SUB-DISTRICT,थरथरी
10,229,01389,SUB-DISTRICT,परबलपुर
10,229,01390,SUB-DISTRICT,हिलसा
10,229,01391,SUB-DISTRICT,एकंगरसराय
10,229,01392,SUB-DISTRICT,इस्लामपुर
10,229,01393,SUB-DISTRICT,बेन
10,229,01394,SUB-DISTRICT,राजगीर
10,229,01395,SUB-DISTRICT,सिलाव
10,229,01396,SUB-DISTRICT,गिरियक
10,229,01397,SUB-DISTRICT,कतरीसराय
10,230,00000,DISTRICT,पटना
10,230,01398,SUB-DISTRICT,मनेर
10,230,01399,SUB-DISTRICT,दीनापुर-सह-खगौल
10,230,01400,SUB-DISTRICT,पटना ग्रामीण
10,230,01401,SUB-DISTRICT,सम्पतचक
10,230,01402,SUB-DISTRICT,फुलवारी
10,230,01403,SUB-DISTRICT,बिहटा
10,230,01404,SUB-DISTRICT,नौबतपुर
10,230,01405,SUB-DISTRICT,बिक्रम
10,230,01406,SUB-DISTRICT,दुल्हिन बाजार
10,230,01407,SUB-DISTRICT,पालीगंज
10,230,01408,SUB-DISTRICT,मसौढ़ी
10,230,01409,SUB-DISTRICT,धनरूआ
10,230,01410,SUB-DISTRICT,पुनपुन
10,230,01411,SUB-DISTRICT,फतुहा
10,230,01412,SUB-DISTRICT,दनियावां**
10,230,01413,SUB-DISTRICT,खुसरूपुर
10,230,01414,SUB-DISTRICT,बख्तियारपुर
10,230,01415,SUB-DISTRICT,अथमलगोला
10,230,01416,SUB-DISTRICT,बेलछी
10,230,01417,SUB-DISTRICT,बाढ़
10,230,01418,SUB-DISTRICT,पंडारक
10,230,01419,SUB-DISTRICT,घोसवरी
10,230,01420,SUB-DISTRICT,मोकामा
10,231,00000,DISTRICT,भोजपुर
10,231,01421,SUB-DISTRICT,शाहपुर
10,231,01422,SUB-DISTRICT,आरा
10,231,01423,SUB-DISTRICT,बड़हारा
10,231,01424,SUB-DISTRICT,कोईलवर
10,231,01425,SUB-DISTRICT,सन्देश
10,231,01426,SUB-DISTRICT,उदवन्त नगर
10,231,01427,SUB-DISTRICT,बिहिया
10,231,01428,SUB-DISTRICT,जगदीशपुर
10,231,01429,SUB-DISTRICT,पिरो
10,231,01430,SUB-DISTRICT,चरपोखरी
10,231,01431,SUB-DISTRICT,गड़हनी
10,231,01432,SUB-DISTRICT,अगियांव
10,231,01433,SUB-DISTRICT,तरारी
10,231,01434,SUB-DISTRICT,सहार
10,232,00000,DISTRICT,बक्सर
10,232,01435,SUB-DISTRICT,सिमरी
10,232,01436,SUB-DISTRICT,चक्की
10,232,01437,SUB-DISTRICT,बरहमपुर
10,232,01438,SUB-DISTRICT,चौगाईं
10,232,01439,SUB-DISTRICT,केसठ
10,232,01440,SUB-DISTRICT,डुमरांव
10,232,01441,SUB-DISTRICT,बक्सर 
10,232,01442,SUB-DISTRICT,चौसा
10,232,01443,SUB-DISTRICT,राजपुर
10,232,01444,SUB-DISTRICT,इटाढ़ी
10,232,01445,SUB-DISTRICT,नावानगर
10,233,00000,DISTRICT,कैमूर (भभुआ)
10,233,01446,SUB-DISTRICT,रामगढ़
10,233,01447,SUB-DISTRICT,नुआंव
10,233,01448,SUB-DISTRICT,कुदरा
10,233,01449,SUB-DISTRICT,मोहनिया
10,233,01450,SUB-DISTRICT,दुर्गावती
10,233,01451,SUB-DISTRICT,चांद
10,233,01452,SUB-DISTRICT,चैनपुर
10,233,01453,SUB-DISTRICT,भभुआ
10,233,01454,SUB-DISTRICT,रामपुर
10,233,01455,SUB-DISTRICT,भगवानपुर
10,233,01456,SUB-DISTRICT,अधौरा
10,234,00000,DISTRICT,रोहतास
10,234,01457,SUB-DISTRICT,कोचस
10,234,01458,SUB-DISTRICT,दिनारा
10,234,01459,SUB-DISTRICT,दावथ
10,234,01460,SUB-DISTRICT,सूर्यापुरा
10,234,01461,SUB-DISTRICT,बिक्रमगंज
10,234,01462,SUB-DISTRICT,काराकट
10,234,01463,SUB-DISTRICT,नासरीगंज
10,234,01464,SUB-DISTRICT,राजपुर
10,234,01465,SUB-DISTRICT,संझौली
10,234,01466,SUB-DISTRICT,नोखा
10,234,01467,SUB-DISTRICT,करगहर
10,234,01468,SUB-DISTRICT,चेनारी
10,234,01469,SUB-DISTRICT,नौहटटा
10,234,01470,SUB-DISTRICT,शिवसागर
10,234,01471,SUB-DISTRICT,सासाराम
10,234,01472,SUB-DISTRICT,अकोढ़ी गोला
10,234,01473,SUB-DISTRICT,डेहरी
10,234,01474,SUB-DISTRICT,तिलौथू
10,234,01475,SUB-DISTRICT,रोहतास
10,235,00000,DISTRICT,औरंगाबाद
10,235,01476,SUB-DISTRICT,दाउदनगर
10,235,01477,SUB-DISTRICT,हसपुरा
10,235,01478,SUB-DISTRICT,गोह
10,235,01479,SUB-DISTRICT,रफीगंज
10,235,01480,SUB-DISTRICT,ओबरा
10,235,01481,SUB-DISTRICT,औरंगाबाद
10,235,01482,SUB-DISTRICT,बारून
10,235,01483,SUB-DISTRICT,नबीनगर
10,235,01484,SUB-DISTRICT,कुटुम्बा
10,235,01485,SUB-DISTRICT,देव
10,235,01486,SUB-DISTRICT,मदनपुर
10,236,00000,DISTRICT,गया 
10,236,01487,SUB-DISTRICT,कोंच
10,236,01488,SUB-DISTRICT,टेकारी
10,236,01489,SUB-DISTRICT,बेलागंज
10,236,01490,SUB-DISTRICT,खिजीरसराय
10,236,01491,SUB-DISTRICT,नीम चक बथानी
10,236,01492,SUB-DISTRICT,मुहड़ा
10,236,01493,SUB-DISTRICT,अतरी
10,236,01494,SUB-DISTRICT,मानपुर
10,236,01495,SUB-DISTRICT,गया टाउन सी.डी.ब्लाक
10,236,01496,SUB-DISTRICT,परैया
10,236,01497,SUB-DISTRICT,गुरारु
10,236,01498,SUB-DISTRICT,गुरुआ
10,236,01499,SUB-DISTRICT,आमस
10,236,01500,SUB-DISTRICT,बांके बाजार
10,236,01501,SUB-DISTRICT,इमामगंज
10,236,01502,SUB-DISTRICT,डुमरिया
